,frameID,groupID,x,y,w,h,segment_num,dataset
17923,11576,711,123.54,175.6,66.66,113.04,12,train
17924,11577,708,189.42,167.39,94.7,114.77,12,train
17925,11577,711,123.27,175.81,77.56,113.63,12,train
17926,11578,708,124.96,169.88,165.07,114.02,12,train
17927,11579,708,125.92,170.18,168.08,110.79,12,train
17928,11580,708,218.68,170.16,78.48,106.16,12,train
17929,11580,711,125.06,170.66,91.67,108.76,12,train
17930,11581,708,218.06,169.39,81.13,105.47,12,train
17931,11581,711,124.03,171.16,95.16,106.56,12,train
17932,11582,708,222.97,169.61,80.14,105.39,12,train
17933,11582,711,124.55,170.99,101.2,106.86,12,train
17934,11583,708,122.97,169.71,183.03,105.77,12,train
17935,11584,708,120.26,169.47,185.91,104.89,12,train
17936,11585,708,115.0,168.78,124.1,102.98,12,train
17937,11585,712,245.86,168.7,60.29,105.38,12,train
17938,11586,708,109.17,167.97,129.68,104.72,12,train
17939,11586,712,243.42,168.48,60.19,105.0,12,train
17940,11587,705,302.81,172.89,50.49,73.54,12,train
17941,11587,708,103.0,165.98,135.7,104.38,12,train
17942,11587,712,242.21,167.93,61.69,104.65,12,train
17943,11588,712,241.93,169.88,110.94,102.98,12,train
17944,11588,711,156.86,169.08,82.43,100.48,12,train
17945,11589,712,242.63,170.84,86.92,101.53,12,train
17946,11589,711,158.03,172.0,82.38,97.97,12,train
17947,11590,712,243.14,170.61,86.45,97.17,12,train
17948,11590,708,159.44,170.05,86.01,99.79,12,train
17949,11591,708,159.78,171.53,174.27,96.64,12,train
17950,11592,712,161.8,173.04,200.62,95.98,12,train
17951,11593,708,165.67,172.38,174.8,98.58,12,train
17952,11594,708,174.05,173.8,174.7,96.87,12,train
17953,11595,712,183.87,174.35,199.88,95.17,12,train
17954,11596,708,188.03,173.64,174.67,94.77,12,train
17955,11597,708,191.24,173.35,173.24,92.92,12,train
17956,11598,708,298.36,172.47,66.15,92.57,12,train
17957,11598,711,191.96,170.17,102.71,89.55,12,train
17958,11599,708,298.13,172.82,65.73,91.13,12,train
17959,11599,711,192.57,169.08,103.16,90.59,12,train
17960,11600,708,297.27,171.91,65.57,92.68,12,train
17961,11600,711,166.31,170.46,130.59,89.8,12,train
17962,11601,708,297.31,172.28,65.16,92.05,12,train
17963,11601,711,163.59,170.75,82.41,88.28,12,train
17964,11602,708,299.91,175.24,62.52,87.7,12,train
17965,11602,711,177.95,172.8,65.75,88.47,12,train
17966,11603,708,263.56,174.59,96.69,89.42,12,train
17967,11604,708,263.29,173.86,95.1,90.84,12,train
17968,11605,708,261.84,168.42,93.53,103.2,12,train
17969,11606,708,207.46,168.74,144.14,103.62,12,train
17970,11607,708,246.52,169.59,101.32,102.22,12,train
17971,11608,708,245.66,175.36,100.07,91.69,12,train
17972,11609,708,245.11,175.56,100.07,89.4,12,train
17973,11610,708,244.99,175.25,100.18,89.7,12,train
17974,11611,708,243.65,172.0,99.58,91.04,12,train
17975,11612,708,242.69,168.43,98.82,90.89,12,train
17976,11612,711,6.98,132.68,73.1,217.99,12,train
17977,11613,708,242.2,167.55,98.03,88.73,12,train
17978,11613,711,8.42,131.38,67.43,216.26,12,train
17979,11614,708,302.47,174.11,36.7,80.88,12,train
17980,11614,712,239.6,166.8,53.23,87.66,12,train
17981,11614,713,24.33,126.95,131.93,223.32,12,train
17982,11615,708,301.48,172.85,37.9,84.12,12,train
17983,11615,712,234.7,168.65,58.67,86.49,12,train
17984,11615,711,8.71,135.44,146.25,200.48,12,train
17985,11616,708,300.63,172.75,38.49,84.29,12,train
17986,11616,712,232.26,169.61,61.38,85.35,12,train
17987,11616,711,5.82,130.28,147.64,219.2,12,train
17988,11617,708,298.99,174.84,39.09,81.06,12,train
17989,11617,711,185.46,171.02,108.46,84.61,12,train
17990,11617,712,9.8,130.9,117.54,222.3,12,train
17991,11618,708,297.38,176.49,40.14,79.23,12,train
17992,11618,711,184.07,171.29,109.75,84.26,12,train
17993,11618,714,524.57,110.68,129.77,247.32,12,train
17994,11619,708,225.07,171.88,110.87,85.35,12,train
17995,11620,708,223.47,173.69,110.8,83.96,12,train
17996,11621,712,258.96,174.83,104.15,83.58,12,train
17997,11621,711,9.96,138.38,123.39,207.97,12,train
17998,11622,712,259.34,174.07,102.29,82.11,12,train
17999,11622,711,1.0,139.21,143.81,207.73,12,train
18000,11623,712,260.5,173.18,101.03,82.11,12,train
18001,11623,711,1.0,131.23,150.94,213.83,12,train
18002,11624,712,262.54,171.69,102.19,81.49,12,train
18003,11624,711,1.0,128.53,166.89,211.1,12,train
18004,11625,712,265.74,170.07,101.48,83.42,12,train
18005,11625,711,1.0,126.05,179.33,205.53,12,train
18006,11626,712,269.39,171.07,100.84,81.81,12,train
18007,11626,711,1.0,126.28,188.85,200.3,12,train
18008,11627,712,272.32,172.01,101.1,81.52,12,train
18009,11627,711,1.0,134.85,197.05,190.8,12,train
18010,11628,712,280.72,171.54,97.97,84.68,12,train
18011,11628,708,192.6,172.66,69.45,80.55,12,train
18012,11629,712,285.54,170.97,97.68,86.11,12,train
18013,11629,708,193.55,171.57,71.55,82.19,12,train
18014,11630,712,287.93,172.28,97.43,83.65,12,train
18015,11631,712,290.12,176.05,96.04,75.41,12,train
18016,11631,708,143.58,145.31,94.53,174.49,12,train
18017,11632,712,291.22,179.84,95.22,70.13,12,train
18018,11632,708,145.23,141.64,98.66,173.4,12,train
18019,11633,712,266.92,177.45,120.45,75.01,12,train
18020,11633,708,146.92,143.05,107.87,176.34,12,train
18021,11634,712,267.83,176.47,122.63,76.01,12,train
18022,11635,712,268.24,177.53,126.16,74.65,12,train
18023,11636,712,294.69,177.86,102.27,74.45,12,train
18024,11637,712,294.19,178.58,102.29,72.55,12,train
18025,11638,712,291.39,178.01,102.02,72.14,12,train
18026,11639,712,287.98,177.4,101.77,70.12,12,train
18027,11640,712,284.18,175.28,102.21,70.79,12,train
18028,11640,708,150.62,145.76,123.59,152.97,12,train
18029,11641,712,281.53,173.81,101.85,71.99,12,train
18030,11641,708,146.93,145.26,126.56,148.08,12,train
18031,11642,712,278.62,173.64,101.18,71.23,12,train
18032,11642,708,141.55,145.78,131.38,149.11,12,train
18033,11643,712,277.47,173.22,101.66,72.06,12,train
18034,11643,708,141.25,148.27,117.99,148.11,12,train
18035,11644,712,276.89,181.48,37.1,63.26,12,train
18036,11645,712,240.16,178.96,71.02,68.65,12,train
18037,11646,712,239.15,178.81,96.49,69.8,12,train
18038,11647,712,240.07,178.86,95.19,67.42,12,train
18039,11648,712,241.63,180.16,94.13,66.61,12,train
18040,11649,712,249.72,181.35,91.7,67.3,12,train
18041,11649,708,87.36,165.32,86.01,100.17,12,train
18042,11650,712,256.95,181.69,84.05,66.54,12,train
18043,11650,708,92.55,166.28,86.33,96.11,12,train
18044,11651,712,259.86,182.74,84.75,64.25,12,train
18045,11652,712,265.82,171.96,139.94,104.62,12,train
18046,11653,712,275.65,171.21,135.98,103.43,12,train
18047,11653,708,118.51,171.96,79.08,91.71,12,train
18048,11654,708,120.96,172.24,78.97,90.76,12,train
18049,11654,712,279.35,172.9,133.86,99.96,12,train
18050,11655,708,119.12,173.16,84.78,90.63,12,train
18051,11655,712,278.95,175.34,130.35,95.62,12,train
18052,11656,708,116.9,172.33,88.03,90.44,12,train
18053,11656,712,277.72,176.51,129.82,93.89,12,train
18054,11657,712,277.08,174.88,128.73,96.64,12,train
18055,11657,708,114.85,172.44,89.82,89.61,12,train
18056,11658,712,277.44,173.3,127.54,96.62,12,train
18057,11658,708,113.61,172.31,90.39,89.66,12,train
18058,11659,712,275.6,169.93,127.19,99.31,12,train
18059,11659,708,111.52,170.66,81.02,91.58,12,train
18060,11660,712,274.84,179.46,62.56,62.34,12,train
18061,11660,708,112.47,170.12,77.25,91.52,12,train
18062,11661,712,271.63,180.12,64.8,60.64,12,train
18063,11661,708,102.94,166.94,86.71,95.63,12,train
18064,11662,712,270.23,179.45,65.44,62.04,12,train
18065,11662,708,99.82,166.74,74.14,95.96,12,train
18066,11663,712,269.98,179.12,65.62,61.41,12,train
18067,11663,708,98.59,166.86,75.2,94.46,12,train
18068,11664,712,269.39,178.33,65.93,61.34,12,train
18069,11664,708,96.89,167.16,89.73,93.99,12,train
18070,11665,712,269.88,169.12,120.02,92.65,12,train
18071,11665,708,96.31,170.41,89.79,92.16,12,train
18072,11666,712,269.06,170.29,115.99,91.56,12,train
18073,11666,708,91.86,170.58,93.7,93.25,12,train
18074,11667,712,269.2,169.01,114.31,94.24,12,train
18075,11667,708,90.0,169.96,95.13,94.56,12,train
18076,11668,712,267.87,169.32,113.12,95.18,12,train
18077,11668,708,86.67,168.58,96.66,99.51,12,train
18078,11669,712,267.05,170.32,113.25,94.94,12,train
18079,11669,708,80.48,169.28,101.64,101.25,12,train
18080,11670,712,265.73,170.78,113.05,95.34,12,train
18081,11670,708,76.69,170.01,104.32,102.84,12,train
18082,11671,712,266.52,173.95,110.65,91.91,12,train
18083,11671,708,74.49,170.57,106.72,103.63,12,train
18084,11672,708,73.64,170.47,109.22,104.93,12,train
18085,11672,712,267.7,183.75,54.01,58.4,12,train
18086,11673,708,71.84,172.13,110.1,103.0,12,train
18087,11673,712,267.44,174.33,106.3,90.75,12,train
18088,11674,712,265.12,175.76,106.66,88.55,12,train
18089,11674,708,64.44,169.12,116.49,106.97,12,train
18090,11675,712,257.08,178.83,102.22,84.8,12,train
18091,11675,708,46.58,165.82,120.94,108.71,12,train
18092,11676,712,252.84,179.48,100.27,84.45,12,train
18093,11676,708,34.87,167.95,125.24,107.18,12,train
18094,11677,712,247.87,181.18,102.85,81.53,12,train
18095,11677,708,24.59,163.73,125.33,115.45,12,train
18096,11678,712,253.74,183.64,103.68,79.06,12,train
18097,11678,708,29.5,167.27,125.69,111.63,12,train
18098,11678,715,369.74,152.46,96.8,183.68,12,train
18099,11679,712,256.6,184.89,104.0,76.61,12,train
18100,11679,708,32.53,165.22,125.03,111.84,12,train
18101,11679,715,371.73,154.62,93.59,179.44,12,train
18102,11680,712,257.0,179.14,100.7,79.81,12,train
18103,11680,708,30.54,162.43,127.54,113.83,12,train
18104,11680,716,198.56,162.06,65.87,119.03,12,train
18105,11680,715,370.24,154.71,88.84,166.84,12,train
18106,11681,708,25.52,157.43,130.93,118.01,12,train
18107,11681,716,196.24,157.24,70.04,121.98,12,train
18108,11681,712,257.19,177.26,98.5,78.99,12,train
18109,11681,715,367.94,152.83,87.39,162.68,12,train
18110,11682,708,22.37,159.81,109.1,115.07,12,train
18111,11682,716,193.96,154.14,72.81,122.58,12,train
18112,11682,712,256.58,175.54,95.95,78.09,12,train
18113,11682,715,367.14,152.29,85.35,159.8,12,train
18114,11683,708,18.68,159.03,124.71,116.54,12,train
18115,11683,716,192.85,154.57,72.8,119.37,12,train
18116,11683,712,256.21,174.19,97.48,79.15,12,train
18117,11683,715,367.52,154.54,77.5,153.81,12,train
18118,11684,708,16.26,157.62,124.31,119.73,12,train
18119,11684,716,193.98,155.25,77.19,117.57,12,train
18120,11684,712,255.78,176.04,98.57,77.14,12,train
18121,11684,715,366.71,155.82,74.47,151.1,12,train
18122,11685,708,15.56,155.67,123.93,122.74,12,train
18123,11685,716,194.62,156.08,80.17,117.46,12,train
18124,11685,712,268.48,176.45,86.15,77.11,12,train
18125,11685,715,365.56,155.96,73.15,150.31,12,train
18126,11686,708,14.57,157.92,123.21,120.05,12,train
18127,11686,712,268.36,154.55,163.01,146.07,12,train
18128,11687,708,14.96,157.12,120.72,118.95,12,train
18129,11687,712,284.27,156.44,144.37,140.36,12,train
18130,11688,712,289.07,159.29,142.62,140.75,12,train
18131,11689,708,22.19,159.0,128.5,114.92,12,train
18132,11689,712,293.64,160.69,141.37,140.19,12,train
18133,11690,708,28.58,158.02,125.78,116.66,12,train
18134,11690,712,299.58,161.58,139.0,139.14,12,train
18135,11691,712,302.49,175.45,64.8,78.44,12,train
18136,11691,708,31.08,158.05,124.12,118.94,12,train
18137,11691,715,374.31,162.39,65.29,137.5,12,train
18138,11692,712,305.91,166.45,136.51,131.28,12,train
18139,11692,708,32.03,160.68,121.97,122.1,12,train
18140,11693,708,36.45,160.54,117.7,124.7,12,train
18141,11693,712,308.2,177.95,66.23,80.75,12,train
18142,11693,715,380.79,167.98,64.47,128.57,12,train
18143,11694,708,40.57,163.98,89.67,121.12,12,train
18144,11694,712,313.64,177.79,64.52,81.86,12,train
18145,11694,715,383.92,169.95,63.15,125.46,12,train
18146,11695,712,316.04,178.77,66.35,80.33,12,train
18147,11695,715,388.81,172.97,59.17,118.1,12,train
18148,11696,712,333.06,175.51,53.61,81.58,12,train
18149,11696,715,392.59,172.31,55.97,112.19,12,train
18150,11697,712,334.71,177.9,55.01,74.0,12,train
18151,11697,715,398.46,169.62,53.27,114.35,12,train
18152,11698,712,335.66,168.13,117.94,116.4,12,train
18153,11699,712,336.74,180.14,54.91,67.34,12,train
18154,11699,715,402.96,170.44,52.33,117.47,12,train
18155,11700,715,404.13,169.48,50.21,116.32,12,train
18156,11700,717,353.52,180.49,38.27,66.03,12,train
18157,11701,715,404.46,172.69,49.82,114.6,12,train
18158,11701,717,353.2,178.6,41.25,71.34,12,train
18159,11702,708,138.72,132.15,110.74,162.39,12,train
18160,11702,715,355.87,172.87,99.85,109.6,12,train
18161,11703,712,343.72,172.46,112.63,108.52,12,train
18162,11703,708,140.45,129.13,107.74,167.5,12,train
18163,11704,712,345.33,173.55,108.86,104.94,12,train
18164,11704,708,64.0,126.73,183.3,171.79,12,train
18165,11705,716,297.41,170.62,51.79,93.79,12,train
18166,11705,712,346.73,178.77,52.04,72.52,12,train
18167,11705,708,129.37,121.85,113.92,188.66,12,train
18168,11706,716,298.11,171.95,52.61,92.67,12,train
18169,11706,712,347.75,177.66,52.85,74.34,12,train
18170,11706,708,128.92,120.01,113.53,194.42,12,train
18171,11707,716,298.21,172.11,54.74,89.61,12,train
18172,11707,712,349.07,178.69,53.53,71.38,12,train
18173,11707,708,64.35,116.58,179.49,205.38,12,train
18174,11708,716,297.12,171.52,59.77,88.15,12,train
18175,11708,708,68.55,113.96,167.11,212.49,12,train
18176,11708,712,362.97,176.48,43.69,74.82,12,train
18177,11709,716,308.89,171.11,51.34,87.43,12,train
18178,11709,708,70.23,111.12,161.1,218.14,12,train
18179,11709,712,365.63,177.28,42.73,73.34,12,train
18180,11710,716,309.65,171.93,51.95,86.14,12,train
18181,11710,708,69.51,105.29,159.1,224.88,12,train
18182,11710,712,367.05,178.26,41.76,70.67,12,train
18183,11711,716,310.47,173.5,55.13,86.16,12,train
18184,11711,708,70.58,105.47,147.24,222.21,12,train
18185,11711,712,367.52,178.44,41.68,70.93,12,train
18186,11712,716,310.35,174.24,56.43,86.02,12,train
18187,11712,712,367.85,179.0,41.1,70.15,12,train
18188,11713,716,308.67,173.88,54.88,85.99,12,train
18189,11713,708,62.1,79.4,141.55,269.02,12,train
18190,11713,712,366.89,177.23,88.71,95.63,12,train
18191,11714,716,298.71,173.62,61.66,84.63,12,train
18192,11714,712,364.64,177.2,88.1,95.16,12,train
18193,11715,716,298.03,173.89,59.44,82.59,12,train
18194,11715,712,360.04,178.69,89.48,91.68,12,train
18195,11716,716,297.03,174.1,57.5,83.3,12,train
18196,11716,712,360.04,181.42,37.29,67.05,12,train
18197,11717,716,296.41,174.66,57.85,84.41,12,train
18198,11717,712,360.12,180.75,83.36,86.36,12,train
18199,11718,716,296.35,176.36,58.49,84.11,12,train
18200,11718,712,358.6,182.17,84.63,86.83,12,train
18201,11719,716,295.15,178.47,59.22,84.04,12,train
18202,11719,712,357.51,183.23,84.29,86.47,12,train
18203,11720,716,295.69,181.58,58.91,82.02,12,train
18204,11720,712,356.94,184.56,84.15,85.15,12,train
18205,11721,716,294.6,182.6,59.71,81.73,12,train
18206,11721,712,349.9,185.14,90.13,84.84,12,train
18207,11722,716,292.59,180.81,59.64,81.87,12,train
18208,11722,712,347.11,184.53,92.15,84.78,12,train
18209,11723,716,290.9,179.58,57.78,81.87,12,train
18210,11723,712,344.7,185.15,88.17,82.77,12,train
18211,11724,716,285.73,178.49,59.32,82.23,12,train
18212,11724,712,339.09,184.51,89.06,84.02,12,train
18213,11725,716,283.07,178.91,59.3,80.35,12,train
18214,11725,708,1.0,152.97,129.19,147.18,12,train
18215,11725,712,336.32,184.41,87.92,82.37,12,train
18216,11726,716,282.34,178.0,58.69,79.99,12,train
18217,11726,708,1.0,150.15,127.44,154.61,12,train
18218,11726,712,335.22,183.76,88.74,83.44,12,train
18219,11727,716,282.55,176.96,59.34,79.76,12,train
18220,11727,708,1.0,149.99,126.11,154.55,12,train
18221,11727,712,332.35,183.16,90.94,81.79,12,train
18222,11728,716,282.7,176.01,59.79,80.73,12,train
18223,11728,708,1.0,150.36,125.36,154.52,12,train
18224,11728,712,347.43,183.87,76.27,79.37,12,train
18225,11729,716,281.63,176.45,59.53,78.61,12,train
18226,11729,718,180.6,186.44,61.63,59.66,12,train
18227,11729,708,1.0,151.02,123.54,155.54,12,train
18228,11729,712,347.72,181.9,76.49,79.43,12,train
18229,11730,712,281.03,176.8,142.97,82.31,12,train
18230,11730,718,180.58,187.05,60.9,59.55,12,train
18231,11730,708,1.0,152.14,123.03,146.68,12,train
18232,11731,712,278.44,177.08,140.88,80.53,12,train
18233,11731,718,177.59,186.5,59.34,59.54,12,train
18234,11731,708,1.0,146.54,116.77,155.41,12,train
18235,11732,712,274.62,178.66,142.13,79.46,12,train
18236,11732,718,176.45,185.5,58.02,59.25,12,train
18237,11732,708,1.0,143.4,111.78,176.79,12,train
18238,11733,712,270.94,179.19,138.29,76.27,12,train
18239,11733,718,172.17,182.1,56.99,61.49,12,train
18240,11733,708,1.0,140.72,105.32,182.44,12,train
18241,11734,716,266.86,175.29,177.96,81.2,12,train
18242,11734,718,168.81,181.57,55.22,62.34,12,train
18243,11735,712,265.97,177.05,176.95,79.34,12,train
18244,11735,718,169.0,181.22,53.19,63.35,12,train
18245,11736,712,265.04,177.16,176.4,76.09,12,train
18246,11736,718,169.82,180.33,51.6,64.45,12,train
18247,11737,712,266.31,176.59,176.94,76.8,12,train
18248,11737,718,173.94,179.57,47.91,64.33,12,train
18249,11738,712,268.56,177.33,133.69,70.39,12,train
18250,11738,718,177.68,179.04,46.08,66.35,12,train
18251,11739,712,271.2,172.9,178.12,78.26,12,train
18252,11739,718,182.51,179.88,43.68,63.89,12,train
18253,11740,712,274.96,171.24,175.76,77.7,12,train
18254,11740,718,188.55,179.73,40.27,61.7,12,train
18255,11741,712,277.46,170.56,175.29,79.62,12,train
18256,11741,718,191.94,178.52,39.74,64.2,12,train
18257,11742,712,278.99,171.69,174.97,79.05,12,train
18258,11742,718,194.0,178.3,39.21,65.3,12,train
18259,11743,712,278.26,170.57,173.72,79.14,12,train
18260,11743,718,193.7,178.21,35.41,65.71,12,train
18261,11743,708,55.9,134.29,50.08,171.38,12,train
18262,11744,712,278.53,170.7,173.65,79.6,12,train
18263,11744,718,195.1,177.66,33.21,67.39,12,train
18264,11745,712,274.38,172.34,174.62,78.03,12,train
18265,11745,718,186.53,175.17,39.48,71.81,12,train
18266,11746,712,271.07,173.3,173.91,76.09,12,train
18267,11746,718,194.87,176.43,24.3,69.16,12,train
18268,11747,712,268.03,173.3,173.45,76.12,12,train
18269,11748,712,269.13,177.28,171.47,72.74,12,train
18270,11749,712,274.04,174.79,171.85,75.16,12,train
18271,11750,712,277.24,178.68,170.84,69.73,12,train
18272,11751,712,279.02,180.75,171.06,67.62,12,train
18273,11752,712,279.97,180.12,174.11,73.78,12,train
18274,11753,712,280.51,181.06,174.29,74.07,12,train
18275,11754,712,279.88,181.08,174.32,74.48,12,train
18276,11755,712,273.36,180.52,172.48,72.2,12,train
18277,11756,712,270.91,179.9,171.41,71.56,12,train
18278,11757,712,270.35,180.27,161.6,69.61,12,train
18279,11757,718,177.83,172.81,45.88,92.32,12,train
18280,11758,712,259.06,180.35,168.59,67.21,12,train
18281,11758,718,171.7,172.51,52.29,93.26,12,train
18282,11759,712,261.54,180.96,169.04,66.5,12,train
18283,11760,716,298.99,164.35,183.32,110.99,12,train
18284,11761,708,1.0,129.53,210.06,206.47,12,train
18285,11761,716,296.17,162.91,180.77,111.81,12,train
18286,11762,708,1.0,128.77,211.92,202.33,12,train
18287,11762,716,295.21,163.45,179.08,111.75,12,train
18288,11762,712,162.41,160.75,33.3,83.08,12,train
18289,11763,716,294.95,166.72,177.21,109.51,12,train
18290,11764,716,294.14,170.0,175.6,107.72,12,train
18291,11765,718,213.2,184.52,59.16,60.58,12,train
18292,11765,716,291.49,171.95,171.13,103.17,12,train
18293,11765,712,153.17,160.13,31.65,75.12,12,train
18294,11766,718,208.9,183.93,58.09,62.58,12,train
18295,11766,716,286.14,171.97,170.33,101.61,12,train
18296,11767,718,209.27,182.69,48.8,65.4,12,train
18297,11767,716,278.91,169.84,168.1,103.53,12,train
18298,11768,718,197.81,181.89,55.18,66.19,12,train
18299,11768,716,273.2,170.37,169.08,102.82,12,train
18300,11769,718,196.08,181.2,53.54,66.78,12,train
18301,11769,716,271.04,169.87,169.68,103.66,12,train
18302,11770,718,195.59,180.61,52.19,68.52,12,train
18303,11770,716,269.91,173.32,165.49,98.21,12,train
18304,11771,718,191.23,181.84,49.48,65.98,12,train
18305,11771,716,264.94,174.2,165.14,97.22,12,train
18306,11772,718,186.53,181.66,49.09,63.94,12,train
18307,11772,712,259.38,173.43,161.73,96.53,12,train
18308,11773,718,191.67,179.33,45.35,63.87,12,train
18309,11773,712,262.06,172.65,156.94,95.65,12,train
18310,11774,718,190.9,179.38,38.71,66.65,12,train
18311,11774,708,29.62,141.59,184.25,183.56,12,train
18312,11774,712,255.32,176.12,153.48,92.05,12,train
18313,11775,708,25.63,132.73,165.86,192.45,12,train
18314,11775,712,248.21,173.18,154.68,93.14,12,train
18315,11776,712,250.05,171.4,152.1,92.93,12,train
18316,11776,708,25.41,127.99,185.89,193.28,12,train
18317,11777,712,247.49,169.26,161.97,91.45,12,train
18318,11778,712,283.97,166.57,128.16,91.52,12,train
18319,11779,718,194.4,161.93,45.89,75.99,12,train
18320,11779,712,252.92,164.94,150.69,88.2,12,train
18321,11780,712,195.85,158.01,205.78,91.75,12,train
18322,11781,712,195.88,156.59,84.23,80.02,12,train
18323,11781,716,296.42,164.64,105.66,83.71,12,train
18324,11782,716,237.08,165.01,165.5,82.71,12,train
18325,11783,716,242.27,166.09,160.5,80.97,12,train
18326,11784,716,233.67,166.66,169.47,79.7,12,train
18327,11785,716,232.1,166.15,170.5,79.7,12,train
18328,11786,716,268.06,166.94,134.69,78.37,12,train
18329,11787,716,230.75,165.57,170.39,79.38,12,train
18330,11788,716,237.47,163.93,166.9,79.73,12,train
18331,11789,716,245.0,161.74,165.48,82.73,12,train
18332,11790,716,256.03,166.98,162.29,80.14,12,train
18333,11791,719,265.28,168.95,158.02,79.2,12,train
18334,11792,716,269.27,169.28,156.29,78.75,12,train
18335,11793,716,270.67,168.57,152.63,78.71,12,train
18336,11794,716,271.85,169.02,148.99,76.92,12,train
18337,11795,716,272.48,169.93,146.64,74.97,12,train
18338,11796,716,275.35,171.16,143.14,73.61,12,train
18339,11797,716,278.62,170.91,139.45,73.84,12,train
18340,11798,708,164.11,151.99,76.15,141.29,12,train
18341,11798,716,287.58,175.0,121.34,76.88,12,train
18342,11799,716,287.08,182.27,53.02,61.93,12,train
18343,11800,716,285.34,180.87,120.09,75.49,12,train
18344,11801,716,288.24,148.02,189.97,188.19,12,train
18345,11802,716,289.7,150.17,182.47,182.41,12,train
18346,11803,716,287.11,151.32,183.72,181.26,12,train
18347,11804,716,286.07,152.32,182.85,181.37,12,train
18348,11805,716,284.58,154.01,182.91,178.01,12,train
18349,11806,716,283.51,180.49,46.85,65.08,12,train
18350,11806,712,340.93,155.71,125.21,174.76,12,train
18351,11807,716,282.9,181.18,48.06,65.35,12,train
18352,11807,712,342.38,154.63,122.55,176.78,12,train
18353,11808,716,283.28,182.34,50.61,63.76,12,train
18354,11808,712,343.49,153.08,120.0,178.24,12,train
18355,11809,716,287.85,152.81,173.62,174.56,12,train
18356,11810,716,289.7,181.2,52.75,64.88,12,train
18357,11810,712,359.59,151.84,100.2,170.74,12,train
18358,11811,716,281.67,180.69,65.12,61.73,12,train
18359,11811,712,360.46,150.95,98.67,170.05,12,train
18360,11812,716,281.61,152.36,175.52,165.36,12,train
18361,11813,716,277.24,151.74,171.43,164.52,12,train
18362,11814,716,274.52,153.34,166.47,161.31,12,train
18363,11815,716,274.17,155.39,158.25,152.76,12,train
18364,11816,716,272.95,156.07,156.13,149.61,12,train
18365,11817,716,288.97,155.89,140.4,144.87,12,train
18366,11818,718,279.72,156.08,149.82,142.98,12,train
18367,11819,718,275.5,155.54,148.29,142.85,12,train
18368,11820,718,275.89,159.55,145.42,140.45,12,train
18369,11821,718,275.47,160.75,145.26,140.56,12,train
18370,11822,718,283.69,160.47,143.36,140.5,12,train
18371,11823,718,284.71,161.5,141.18,132.66,12,train
18372,11824,718,296.57,163.61,123.22,125.33,12,train
18373,11825,718,286.69,163.3,129.99,126.16,12,train
18374,11826,718,286.68,163.25,127.72,125.33,12,train
18375,11827,718,286.89,163.42,125.29,123.88,12,train
18376,11828,718,285.67,161.29,122.37,124.88,12,train
18377,11829,718,284.22,162.05,119.37,120.78,12,train
18378,11829,720,426.72,148.91,74.91,145.82,12,train
18379,11830,718,283.31,163.39,118.22,116.81,12,train
18380,11830,720,428.25,148.05,65.31,144.67,12,train
18381,11831,718,283.35,159.14,119.17,119.86,12,train
18382,11831,716,402.14,148.9,87.37,138.84,12,train
18383,11832,716,411.45,150.29,71.74,130.97,12,train
18384,11832,718,309.88,158.5,92.43,118.92,12,train
18385,11833,716,416.41,152.36,57.94,120.39,12,train
18386,11833,718,297.06,158.66,104.15,114.03,12,train
18387,11834,718,296.58,157.41,104.67,111.38,12,train
18388,11834,721,476.18,177.75,45.46,59.19,12,train
18389,11835,718,295.82,156.99,104.82,109.13,12,train
18390,11835,721,460.68,171.4,60.85,72.98,12,train
18391,11836,718,294.82,157.08,104.54,105.78,12,train
18392,11836,721,459.63,172.82,61.78,68.48,12,train
18393,11837,721,414.16,150.65,107.02,115.29,12,train
18394,11837,718,294.43,156.26,104.03,104.61,12,train
18395,11838,718,287.54,156.6,109.07,101.73,12,train
18396,11838,721,442.02,158.31,35.46,101.43,12,train
18397,11838,722,487.84,170.27,31.99,59.13,12,train
18398,11839,718,287.34,158.08,106.91,97.12,12,train
18399,11839,722,489.36,168.95,29.42,61.05,12,train
18400,11840,718,286.44,158.53,104.36,90.5,12,train
18401,11840,716,442.12,165.39,69.8,71.98,12,train
18402,11841,718,283.43,158.54,98.96,87.84,12,train
18403,11841,716,436.47,165.95,39.53,69.22,12,train
18404,11842,718,282.56,159.03,97.06,85.98,12,train
18405,11842,721,434.86,164.74,81.74,68.45,12,train
18406,11843,718,281.95,159.2,96.89,85.35,12,train
18407,11843,721,434.21,163.44,84.33,68.9,12,train
18408,11844,718,283.68,160.12,97.09,83.59,12,train
18409,11844,721,431.43,163.82,92.17,90.21,12,train
18410,11845,718,284.46,162.56,98.19,83.3,12,train
18411,11845,721,424.62,162.88,34.48,93.3,12,train
18412,11846,718,283.93,161.47,97.7,83.26,12,train
18413,11846,721,422.59,165.51,34.17,91.56,12,train
18414,11847,718,284.95,163.49,98.15,82.76,12,train
18415,11847,721,421.17,162.67,82.07,95.55,12,train
18416,11848,718,283.85,152.24,139.22,102.11,12,train
18417,11848,721,416.44,163.26,44.9,93.9,12,train
18418,11849,718,273.28,154.94,140.13,100.87,12,train
18419,11849,721,409.49,168.42,47.27,87.99,12,train
18420,11849,716,480.59,124.71,77.89,188.44,12,train
18421,11850,718,272.52,156.65,136.09,99.61,12,train
